filename,IPC,FTQ_STALLED_MPKI,UOP_CACHE_HIT_RATE,CRITICAL_HIT_RATE,INSTR_TILL_MISS_RESTEER,EVICT_DEMAND_PERC,EVICT_PREF_NOT_USED_PERC,EVICT_PREF_USED_PERC,L1I_PREFETCH_USEFUL,SWITCH_STALLS_MPKI
srv194.txt,1.34795,7.73214,74.1745,89.0655,65.7804,87.4291,0,12.571,150594,8.28782
srv203.txt,4.40899,3.3546,33.9479,68.9125,35.3953,87.9502,0,12.0499,207429,10.4945
srv207.txt,2.67483,5.96262,63.6486,71.6564,75.1423,88.8548,0,11.1453,130091,10.143
srv21.txt,2.92402,4.73254,62.4328,73.0517,59.26,88.2089,0,11.7912,126632,9.87682
srv214.txt,4.26389,3.20676,34.0092,71.0582,38.4732,88.2636,0,11.7365,199286,10.4948
srv222.txt,2.90095,4.50748,62.492,72.5485,56.8559,89.2165,0,10.7836,137912,10.2331
srv224.txt,2.85278,4.07603,62.8902,75.4561,63.3903,89.8732,0,10.1269,112997,9.51531
srv225.txt,3.04423,4.22404,63.2955,72.1963,56.0345,90.5062,0,9.49384,115691,9.80464
srv228.txt,2.93336,3.72189,62.8601,75.5395,69.7811,89.1195,0,10.8806,124725,9.42975
srv25.txt,3.83487,4.73428,38.4068,90.4931,66.3967,84.3097,0,15.6904,167317,11.203
srv255.txt,3.05568,4.4597,62.7711,73.5027,57.8141,89.5544,0,10.4457,119397,9.8026
srv257.txt,3.02226,3.55218,62.6113,75.8054,68.5985,90.6399,0,9.36015,105423,9.5053
srv259.txt,2.90693,4.55268,62.5653,72.4695,57.2256,88.8933,0,11.1068,139574,10.3131
srv267.txt,4.11295,3.17846,34.3372,69.9552,37.9116,90.7673,0,9.23279,186254,10.7562
srv276.txt,1.23706,7.16888,82.1732,94.3609,120.965,90.8051,0,9.19491,89303,6.66224
srv283.txt,3.058,3.41572,62.4377,74.5064,64.9684,89.3994,0,10.6007,120865,9.8575
srv287.txt,1.76367,4.53112,67.7119,73.7515,56.6457,89.8725,0,10.1276,117967,9.00194
srv293.txt,2.91403,3.65798,62.4829,74.7639,65.5731,90.2874,0,9.71262,106010,9.80736
srv298.txt,2.93736,3.58172,62.7095,75.0653,66.6981,89.0902,0,10.9099,127289,9.8353
srv302.txt,4.33999,3.17898,34.5358,69.8876,38.1381,88.789,0,11.2111,199000,10.3333
srv310.txt,3.98414,3.14615,33.6239,66.8175,41.3769,90.5861,0,9.41399,129449,10.997
srv32.txt,2.92735,4.7468,62.9837,74.6206,60.1536,88.0694,0,11.9307,137635,9.85014
srv320.txt,4.25816,3.33206,33.3858,65.9029,33.7949,90.6786,0,9.32146,162978,10.7279
srv322.txt,4.37954,3.14863,34.1986,64.4841,36.3591,91.6983,0,8.30178,160059,11.1911
srv326.txt,2.75714,3.9065,63.6696,76.8975,71.6071,90.5533,0,9.44679,123027,9.79876
srv331.txt,2.93088,3.68372,62.5005,75.8987,69.5044,89.4046,0,10.5955,119644,9.39798
srv346.txt,3.01604,3.4109,62.438,74.0221,63.6953,89.1804,0,10.8197,125671,9.81166
srv349.txt,3.04154,3.33944,62.802,74.8525,67.4571,89.144,0,10.8561,129900,9.89882
srv358.txt,2.95485,3.66666,62.9431,76.1267,70.0662,90.3408,0,9.65924,111049,9.47442
srv359.txt,2.05927,3.66908,66.4508,77.2126,69.775,91.5641,0,8.43596,111565,9.18038
srv364.txt,2.24721,4.02025,65.8432,74.2503,96.2942,89.9024,0,10.0977,131340,9.37437
srv366.txt,2.38921,2.63678,71.0338,74.7982,64.0685,91.1456,0,8.85448,65220,5.7988
srv386.txt,4.36906,3.38004,33.6282,71.6753,36.2666,89.7247,0,10.2754,173468,10.9134
srv390.txt,3.08762,3.27026,62.2759,74.7405,67.1264,88.4961,0,11.504,140524,9.85648
srv393.txt,2.85333,3.77744,62.9558,75.807,69.0294,91.4844,0,8.51568,113136,9.78474
srv401.txt,2.79894,3.98672,62.9704,75.6939,62.6435,90.7177,0,9.28236,116503,9.656
srv403.txt,2.92857,3.46352,62.9246,75.1441,73.7554,89.7035,0,10.2966,115888,9.4945
srv408.txt,2.29836,4.59015,63.5597,71.3752,65.7168,89.7298,0,10.2703,131038,9.86735
srv41.txt,2.96148,4.39736,62.1518,71.5251,60.7169,89.3655,0,10.6346,134769,10.3715
srv420.txt,3.10054,3.33159,62.2868,73.1675,67.4306,88.6429,0,11.3572,139104,9.82135
srv422.txt,4.41294,3.43796,33.3102,67.2987,34.0429,88.9619,0,11.0382,148936,10.6677
srv425.txt,2.91253,3.73803,62.051,75.7494,68.2069,90.079,0,9.92102,108126,9.74565
srv426.txt,2.1229,6.43852,70.2709,90.0958,112.612,88.2119,0,11.7882,137501,8.53444
srv429.txt,4.17462,3.12158,33.5887,66.9375,41.8531,90.1829,0,9.81711,188851,10.7702
srv44.txt,2.93258,3.80729,62.8412,75.4123,70.6945,89.9334,0,10.0667,123240,9.53807
srv442.txt,2.84342,4.65591,62.1204,73.6176,59.2876,88.0327,0,11.9674,148124,10.1581
srv45.txt,2.80651,3.89115,62.9216,76.3465,68.6138,89.9718,0,10.0283,120094,9.50083
srv459.txt,2.89055,3.6779,62.8825,75.37,68.3121,91.0245,0,8.97553,113166,9.84106
srv461.txt,2.76287,1.79678,71.8977,70.7599,117.165,91.4052,0,8.59485,52425,5.5279
srv463.txt,4.37117,3.24925,33.1041,68.622,33.4424,87.8168,0,12.1833,192954,11.1487
